"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","descriptor_2","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","council_district","police_precinct","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"45286648","2019-12-31T21:26:38.000","2020-04-30T00:00:00.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,,"11422","236-02 148 DRIVE","148 DRIVE",,,,,"ADDRESS","Rosedale",,,"Closed",,"The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.","2020-04-30T00:00:00.000","13 QUEENS","31","Precinct 105","4137370052","QUEENS","1054413","177410","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.65334819000608","-73.74713710047753","POINT (-73.747137100478 40.653348190006)"
"45287566","2019-12-31T21:26:37.000","2020-01-30T00:00:00.000","DOB","Department of Buildings","Special Projects Inspection Team (SPIT)","Illegal Hotel Rooms In Residential Building",,,"11209","529 80 STREET","80 STREET",,,,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","2020-01-30T00:00:00.000","10 BROOKLYN","43","Precinct 68","3059810069","BROOKLYN","977835","167039","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.625157649820046","-74.02310944696852","POINT (-74.023109446969 40.62515764982)"
"45283047","2019-12-31T21:26:28.000","2020-01-01T01:51:22.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation",,,"11220","6530 4 AVENUE","4 AVENUE","66 STREET","SHORE ROAD DRIVE","66 STREET","SHORE ROAD DRIVE",,"BROOKLYN","4 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-01T01:51:27.000","10 BROOKLYN","43","Precinct 68","3058260050","BROOKLYN","978144","171507","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.637421583043846","-74.02200034541623","POINT (-74.022000345416 40.637421583044)"
"45278623","2019-12-31T21:26:10.000","2020-01-01T01:52:03.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11428","92-46 219 STREET","219 STREET","92 AVENUE","93 AVENUE","92 AVENUE","93 AVENUE",,"QUEENS VILLAGE","219 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T01:52:07.000","13 QUEENS","23","Precinct 105","4107020027","QUEENS","1056632","202864","ONLINE","Unspecified","QUEENS",,,,,,,,"40.72319540178861","-73.73886654873588","POINT (-73.738866548736 40.723195401789)"
"45279192","2019-12-31T21:26:09.000","2019-12-31T23:21:01.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music",,"Street/Sidewalk","10453","181 WEST TREMONT AVENUE","WEST TREMONT AVENUE","ANDREWS AVENUE SOUTH","BEND","ANDREWS AVENUE SOUTH","BEND",,"BRONX","WEST TREMONT AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2019-12-31T23:21:02.000","05 BRONX","14","Precinct 46","2028790050","BRONX","1007570","249578","PHONE","Unspecified","BRONX",,,,,,,,"40.85167812876717","-73.91570574312267","POINT (-73.915705743123 40.851678128767)"
"45283406","2019-12-31T21:25:47.000","2024-06-03T13:08:04.000","DOHMH","Department of Health and Mental Hygiene","Food Establishment","Rodents/Insects/Garbage","Rodent Infestation","Restaurant/Bar/Deli/Bakery","11224","3038 NEPTUNE AVENUE","NEPTUNE AVENUE","BAY VIEW AVENUE","BAY VIEW AVENUE","BAY VIEW AVENUE","BAY VIEW AVENUE","ADDRESS","BROOKLYN","NEPTUNE AVENUE",,"Closed",,"This SR was administratively closed. The issue you reported was addressed.","2024-06-03T13:08:09.000","13 BROOKLYN","47","Precinct 60","3070090001","BROOKLYN","984969","149705","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.57758163331496","-73.99741171370141","POINT (-73.997411713701 40.577581633315)"
"45278145","2019-12-31T21:25:47.000","2020-01-02T10:06:00.000","TLC","Taxi and Limousine Commission","Lost Property","Bag/Wallet","Other",,"10023","BROADWAY","BROADWAY","BROADWAY","WEST   63 STREET","BROADWAY","WEST   63 STREET",,,,,"Closed",,"See notes for information.","2020-01-02T10:06:20.000","07 MANHATTAN","06","Precinct 20",,"MANHATTAN","989192","220317","PHONE","Unspecified","MANHATTAN",,,"BROADWAY AND WEST   63 STREET, MANHATTAN, NY, 10023",,,,,"40.771394244105096","-73.98215780679679","POINT (-73.982157806797 40.771394244105)"
"45278924","2019-12-31T21:24:25.000","2019-12-31T22:34:59.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"Residential Building/House","11360","15-57 216 STREET","216 STREET","15 ROAD","17 AVENUE","15 ROAD","17 AVENUE",,"BAYSIDE","216 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T22:35:05.000","07 QUEENS","19","Precinct 109","4059470033","QUEENS","1045993","225798","ONLINE","Unspecified","QUEENS",,,,,,,,"40.78622384906109","-73.77703822653484","POINT (-73.777038226535 40.786223849061)"
"45284598","2019-12-31T21:24:01.000","2019-12-31T23:31:37.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10312","604 IONIA AVENUE","IONIA AVENUE","NIPPON AVENUE","HUGUENOT AVENUE","NIPPON AVENUE","HUGUENOT AVENUE",,"STATEN ISLAND","IONIA AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T23:31:44.000","03 STATEN ISLAND","51","Precinct 123","5063340032","STATEN ISLAND","930580","135448","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.538286574722775","-74.19309006898443","POINT (-74.193090068984 40.538286574723)"
"45278448","2019-12-31T21:23:40.000","2019-12-31T22:08:17.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","10453","1765 TOWNSEND AVENUE","TOWNSEND AVENUE","EAST  175 STREET","EAST  176 STREET","EAST  175 STREET","EAST  176 STREET",,"BRONX","TOWNSEND AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2019-12-31T22:08:20.000","05 BRONX","14","Precinct 46","2028500023","BRONX","1008827","248152","PHONE","Unspecified","BRONX",,,,,,,,"40.84776077302723","-73.91116732497433","POINT (-73.911167324974 40.847760773027)"
"45284761","2019-12-31T21:23:36.000","2019-12-31T22:41:32.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11209","305 95 STREET","95 STREET","3 AVENUE","4 AVENUE","3 AVENUE","4 AVENUE",,"BROOKLYN","95 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T22:41:39.000","10 BROOKLYN","43","Precinct 68","3061140001","BROOKLYN","975043","164071","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.61700864747738","-74.03316332128607","POINT (-74.033163321286 40.617008647477)"
"45279595","2019-12-31T21:22:59.000","2020-01-01T03:24:20.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11213","1705 PRESIDENT STREET","PRESIDENT STREET","UTICA AVENUE","ROCHESTER AVENUE","UTICA AVENUE","ROCHESTER AVENUE",,"BROOKLYN","PRESIDENT STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T03:24:27.000","09 BROOKLYN","41","Precinct 71","3014030075","BROOKLYN","1003564","182281","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.666974904127066","-73.93037946627436","POINT (-73.930379466274 40.666974904127)"
"45278282","2019-12-31T21:22:53.000","2020-01-01T03:36:05.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Horn",,"Street/Sidewalk","11218","1365 38 STREET","38 STREET","13 AVENUE","14 AVENUE","13 AVENUE","14 AVENUE",,"BROOKLYN","38 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-01T03:36:08.000","12 BROOKLYN","39","Precinct 66","3053000045","BROOKLYN","988590","172587","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64038699354789","-73.98436198135518","POINT (-73.984361981355 40.640386993548)"
"45283510","2019-12-31T21:22:46.000","2019-12-31T23:11:00.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,"Residential Building/House","11360","15-57 216 STREET","216 STREET","15 ROAD","17 AVENUE","15 ROAD","17 AVENUE",,"BAYSIDE","216 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T23:11:03.000","07 QUEENS","19","Precinct 109","4059470033","QUEENS","1045993","225798","ONLINE","Unspecified","QUEENS",,,,,,,,"40.78622384906109","-73.77703822653484","POINT (-73.777038226535 40.786223849061)"
"45281564","2019-12-31T21:22:37.000","2020-01-30T09:20:35.000","DPR","Department of Parks and Recreation","Damaged Tree","Entire Tree Has Fallen Down","Blocking Driveway","Street","11226","325 EAST   16 STREET","EAST   16 STREET","BEVERLEY ROAD","CORTELYOU ROAD","BEVERLEY ROAD","CORTELYOU ROAD",,"BROOKLYN","EAST   16 STREET",,"Closed",,"The Department of Parks and Recreation visited the location but could not find the tree condition you reported.","2020-01-30T09:20:39.000","14 BROOKLYN","40","Precinct 70","3051470055","BROOKLYN","994308","173442","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.64272913736199","-73.96375743867476","POINT (-73.963757438675 40.642729137362)"
"45283040","2019-12-31T21:22:34.000","2020-01-03T05:45:53.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","10031","557 WEST  149 STREET","WEST  149 STREET",,,,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.","2020-01-03T05:45:53.000","09 MANHATTAN","07","Precinct 30","1020810006","MANHATTAN","998848","241097","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.828418986197285","-73.94725140221486","POINT (-73.947251402215 40.828418986197)"
"45283189","2019-12-31T21:21:54.000","2020-01-01T07:00:11.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","62-48 61 STREET","61 STREET","BLEECKER STREET","MENAHAN STREET","BLEECKER STREET","MENAHAN STREET",,"RIDGEWOOD","61 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T07:00:14.000","05 QUEENS","30","Precinct 104","4035200023","QUEENS","1011544","198464","MOBILE","Unspecified","QUEENS",,,,,,,,"40.71137248480343","-73.90154868378748","POINT (-73.901548683787 40.711372484803)"
"45278966","2019-12-31T21:20:50.000","2019-12-31T22:04:47.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11223","259 AVENUE T","AVENUE T","WEST    4 STREET","WEST    3 STREET","WEST    4 STREET","WEST    3 STREET",,"BROOKLYN","AVENUE T",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2019-12-31T22:04:50.000","11 BROOKLYN","47","Precinct 62","3070850044","BROOKLYN","991095","157529","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.59905433775814","-73.9753511577501","POINT (-73.97535115775 40.599054337758)"
"45280175","2019-12-31T21:20:34.000","2020-12-23T22:59:17.000","DCA","Department of Consumer Affairs","Consumer Complaint","Other","Exchange/Refund/Return","Commercial Building","11210","1242 EAST   39 STREET","EAST   39 STREET","AVENUE J","AVENUE K","AVENUE J","AVENUE K",,"BROOKLYN","EAST   39 STREET",,"Closed",,"The Department of Consumer Affairs has already mailed you a complaint form. In order for DCA to be able to help, you must complete that form and return it to DCA along with requested documentation. DCA will contact you approximately 30 days after receiving your complete complaint which we must forward to the reported business for its response. If you do not receive the complaint form within 15 days from the date of your initial request, please call 311 back.","2020-01-02T11:37:13.000","18 BROOKLYN","45","Precinct 63","3077860053","BROOKLYN","1001371","167525","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.62647739613351","-73.93832194959757","POINT (-73.938321949598 40.626477396134)"
"45284714","2019-12-31T21:20:26.000","2020-01-01T03:20:23.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11419","107-25 111 STREET","111 STREET","107 AVENUE","109 AVENUE","107 AVENUE","109 AVENUE",,"SOUTH RICHMOND HILL","111 STREET",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2020-01-01T03:20:25.000","10 QUEENS","28","Precinct 106","4095490069","QUEENS","1031447","187834","ONLINE","Unspecified","QUEENS",,,,,,,,"40.68211187789757","-73.82983183641889","POINT (-73.829831836419 40.682111877898)"
"45284262","2019-12-31T21:20:25.000","2019-12-31T23:15:01.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11421","84-47 89 STREET","89 STREET","PARK LANE SOUTH","85 ROAD","PARK LANE SOUTH","85 ROAD",,"WOODHAVEN","89 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2019-12-31T23:15:04.000","09 QUEENS","32","Precinct 102","4088760032","QUEENS","1024066","193032","PHONE","Unspecified","QUEENS",,,,,,,,"40.69641545192344","-73.85641316269388","POINT (-73.856413162694 40.696415451923)"
"45286154","2019-12-31T21:20:20.000","2020-05-11T00:00:00.000","DOB","Department of Buildings","Building/Use","Zoning - Non-Conforming/Illegal Vehicle Storage",,,"11236","1590 RALPH AVENUE","RALPH AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.","2020-05-11T00:00:00.000","18 BROOKLYN","45","Precinct 63","3079550017","BROOKLYN","1006659","171791","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.63817485982258","-73.9192578823588","POINT (-73.919257882359 40.638174859823)"
"45282654","2019-12-31T21:20:14.000","2020-01-02T10:14:15.000","TLC","Taxi and Limousine Commission","Lost Property","Bag/Wallet","Tote Bag",,"11369","LAGUARDIA AIRPORT","LAGUARDIA AIRPORT","GRAND CENTRAL PARKWAY EN WB","BEND","GRAND CENTRAL PARKWAY EN WB","BEND",,"EAST ELMHURST","LA GUARDIA AIRPORT",,"Closed",,"See notes for information.","2020-01-02T10:14:18.000","80 QUEENS","21","Precinct 115","4009260001","QUEENS","1018236","221443","PHONE","Unspecified","QUEENS",,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,,,"40.77442086598845","-73.87729410513894","POINT (-73.877294105139 40.774420865988)"
"45282202","2019-12-31T21:20:08.000","2020-01-28T10:47:58.000","TLC","Taxi and Limousine Commission","For Hire Vehicle Report","Driver Report - Non Passenger","Combined Pickups",,"10452","1458 JESUP AVENUE","JESUP AVENUE","JESUP PLACE","WEST  172 STREET","JESUP PLACE","WEST  172 STREET",,"BRONX","JESUP AVENUE",,"Closed",,"Your report has been sent to the Taxi and Limousine Commission (TLC). You are not available to participate in a hearing so TLC cannot take any action against the driver or car service company. No further information will be available for your report","2020-01-28T10:48:00.000","04 BRONX","16","Precinct 44","2028720311","BRONX","1006459","246255","PHONE","Unspecified","BRONX",,,"1458 JESUP AVENUE, BRONX, NY, 10452",,,,,"40.84256034072835","-73.91973265292599","POINT (-73.919732652926 40.842560340728)"
"45278739","2019-12-31T21:19:45.000","2020-01-03T15:34:55.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","NO HEAT AND NO HOT WATER","RESIDENTIAL BUILDING","10034","109 SEAMAN AVENUE","SEAMAN AVENUE",,,,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.","2020-01-03T15:34:55.000","12 MANHATTAN","10","Precinct 34","1022400001","MANHATTAN","1005306","255712","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.868519797050716","-73.92387009662903","POINT (-73.923870096629 40.868519797051)"
"45280525","2019-12-31T21:19:37.000","2019-12-31T22:08:37.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","10453","1765 TOWNSEND AVENUE","TOWNSEND AVENUE","EAST  175 STREET","EAST  176 STREET","EAST  175 STREET","EAST  176 STREET",,"BRONX","TOWNSEND AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2019-12-31T22:08:40.000","05 BRONX","14","Precinct 46","2028500023","BRONX","1008827","248152","MOBILE","Unspecified","BRONX",,,,,,,,"40.84776077302723","-73.91116732497433","POINT (-73.911167324974 40.847760773027)"
"45281856","2019-12-31T21:19:29.000","2019-12-31T22:29:59.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking",,"Residential Building/House","11214","8635 21 AVENUE","21 AVENUE","86 STREET","BENSON AVENUE","86 STREET","BENSON AVENUE",,"BROOKLYN","21 AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T22:30:02.000","11 BROOKLYN","47","Precinct 62","3063780019","BROOKLYN","985131","158792","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60252361616561","-73.99682735454735","POINT (-73.996827354547 40.602523616166)"
"45280322","2019-12-31T21:19:00.000","2020-01-05T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11355","57-42 156 STREET","156 STREET","BOOTH MEMORIAL AVENUE","59 AVENUE",,,"ADDRESS","Flushing",,,"Closed",,,"2020-01-05T00:00:00.000","07 QUEENS","20","Precinct 109","4067220026","QUEENS","1036328","209756","PHONE","Unspecified","QUEENS",,,,,,,,"40.74225503746183","-73.81206393092285","POINT (-73.812063930923 40.742255037462)"
"45280309","2019-12-31T21:18:53.000","2019-12-31T21:31:28.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11385","1673 MADISON STREET","MADISON STREET","MYRTLE AVENUE","CYPRESS AVENUE","MYRTLE AVENUE","CYPRESS AVENUE",,"RIDGEWOOD","MADISON STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T21:31:31.000","05 QUEENS","34","Precinct 104","4034500052","QUEENS","1009783","194418","MOBILE","Unspecified","QUEENS",,,,,,,,"40.70027243194229","-73.90791606753892","POINT (-73.907916067539 40.700272431942)"
"45279578","2019-12-31T21:18:35.000","2019-12-31T22:24:07.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11372","34-20 70 STREET","70 STREET","34 AVENUE","35 AVENUE","34 AVENUE","35 AVENUE",,"JACKSON HEIGHTS","70 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T22:24:08.000","03 QUEENS","25","Precinct 115","4012560016","QUEENS","1013042","213233","MOBILE","Unspecified","QUEENS",,,,,,,,"40.75190499073166","-73.89608210246432","POINT (-73.896082102464 40.751904990732)"
"45278019","2019-12-31T21:18:19.000","2019-12-31T23:05:00.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10456","1221 COLLEGE AVENUE","COLLEGE AVENUE","EAST  167 STREET","EAST  168 STREET","EAST  167 STREET","EAST  168 STREET",,"BRONX","COLLEGE AVENUE",,"Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2019-12-31T23:05:04.000","04 BRONX","16","Precinct 44","2024390080","BRONX","1008281","242832","MOBILE","Unspecified","BRONX",,,,,,,,"40.833160433142744","-73.91315988360402","POINT (-73.913159883604 40.833160433143)"
"45280402","2019-12-31T21:18:10.000","2019-12-31T22:17:21.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,,"10009","108 AVENUE D","AVENUE D","EAST    7 STREET","EAST    8 STREET","EAST    7 STREET","EAST    8 STREET",,"NEW YORK","AVENUE D",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T22:17:22.000","03 MANHATTAN","02","Precinct 9","1003620001","MANHATTAN","990857","202865","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7234918055945","-73.97616377204547","POINT (-73.976163772045 40.723491805595)"
"45282159","2019-12-31T21:18:00.000","2020-01-04T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11411","120-04 222 STREET","222 STREET","120 AVENUE","FRANCIS LEWIS BOULEVARD",,,"ADDRESS","Cambria Heights",,,"Closed",,,"2020-01-04T00:00:00.000","13 QUEENS","27","Precinct 105","4128040064","QUEENS","1056045","190553","PHONE","Unspecified","QUEENS",,,,,,,,"40.689409542724455","-73.74111552581113","POINT (-73.741115525811 40.689409542724)"
"45283166","2019-12-31T21:17:12.000","2020-01-02T06:18:44.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HEAT","RESIDENTIAL BUILDING","10022","155 EAST   52 STREET","EAST   52 STREET",,,,,"ADDRESS","NEW YORK",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T06:18:44.000","06 MANHATTAN","04","Precinct 17","1013070029","MANHATTAN","992317","215262","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75751727517092","-73.97088162924723","POINT (-73.970881629247 40.757517275171)"
"45281270","2019-12-31T21:16:55.000","2020-01-01T06:56:17.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,,"11435","84-31 VAN WYCK EXPRESSWAY","VAN WYCK EXPRESSWAY","138 STREET","86 AVENUE","138 STREET","86 AVENUE",,"JAMAICA","VAN WYCK EXPRESSWAY",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T06:56:19.000","08 QUEENS","24","Precinct 107","4096480024","QUEENS","1034463","197210","PHONE","Unspecified","QUEENS",,,,,,,,"40.70783017305011","-73.81888782435814","POINT (-73.818887824358 40.70783017305)"
"45280650","2019-12-31T21:16:43.000","2020-01-01T16:52:54.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation",,"Street/Sidewalk","10314","KLONDIKE AVENUE","KLONDIKE AVENUE","BRIDGETOWN STREET","KELLY BOULEVARD","BRIDGETOWN STREET","KELLY BOULEVARD",,,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T16:52:55.000","Unspecified STATEN ISLAND",,"Precinct 121",,"STATEN ISLAND",,,"PHONE","Unspecified","STATEN ISLAND",,,,,,,,,,
"45282663","2019-12-31T21:16:37.000","2022-02-02T12:35:09.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street Tree","Street","11217","354 BERGEN STREET","BERGEN STREET","3 AVENUE","4 AVENUE","3 AVENUE","4 AVENUE","ADDRESS","BROOKLYN","BERGEN STREET",,"Closed",,"NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.","2022-02-02T12:35:13.000","02 BROOKLYN","33","Precinct 84","3003890032","BROOKLYN","989724","188016","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.682735562276726","-73.98026339255753","POINT (-73.980263392558 40.682735562277)"
"45284221","2019-12-31T21:16:31.000","2019-12-31T22:10:59.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11235","2784 BRIGHTON    8 STREET","BRIGHTON    8 STREET","BANNER AVENUE","BRIGHTON    8 COURT","BANNER AVENUE","BRIGHTON    8 COURT",,"BROOKLYN","BRIGHTON    8 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2019-12-31T22:11:01.000","13 BROOKLYN","48","Precinct 60","3072630108","BROOKLYN","995009","151666","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.58295769111304","-73.96126618243956","POINT (-73.96126618244 40.582957691113)"
"45283643","2019-12-31T21:15:00.000","2020-01-05T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11354","122-11 26 AVENUE","26 AVENUE","COLLEGE POINT BOULEVARD","123 STREET",,,"ADDRESS","Flushing",,,"Closed",,,"2020-01-05T00:00:00.000","07 QUEENS","19","Precinct 109","4042600053","QUEENS","1026807","221469","PHONE","Unspecified","QUEENS",,,,,,,,"40.77445511977718","-73.84634854282089","POINT (-73.846348542821 40.774455119777)"
"45282624","2019-12-31T21:14:54.000","2020-01-01T03:20:44.000","NYPD","New York City Police Department","Noise - Commercial","Banging/Pounding",,"Store/Commercial","11419","108-01 LIBERTY AVENUE","LIBERTY AVENUE","108 STREET","109 STREET","108 STREET","109 STREET",,"SOUTH RICHMOND HILL","LIBERTY AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T03:20:46.000","10 QUEENS","28","Precinct 106","4095130036","QUEENS","1030444","188464","MOBILE","Unspecified","QUEENS",,,,,,,,"40.68384637247547","-73.83344381202258","POINT (-73.833443812023 40.683846372475)"
"45281505","2019-12-31T21:14:23.000","2019-12-31T23:15:28.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11421","84-47 89 STREET","89 STREET","PARK LANE SOUTH","85 ROAD","PARK LANE SOUTH","85 ROAD",,"WOODHAVEN","89 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2019-12-31T23:15:31.000","09 QUEENS","32","Precinct 102","4088760032","QUEENS","1024066","193032","PHONE","Unspecified","QUEENS",,,,,,,,"40.69641545192344","-73.85641316269388","POINT (-73.856413162694 40.696415451923)"
"45282139","2019-12-31T21:14:20.000","2020-01-01T14:46:00.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access",,"Street/Sidewalk","11385","69-06 68 PLACE","68 PLACE","OTTO ROAD","70 AVENUE","OTTO ROAD","70 AVENUE",,"RIDGEWOOD","68 PLACE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-01T14:46:04.000","05 QUEENS","30","Precinct 104","4036540016","QUEENS","1015999","196500","MOBILE","Unspecified","QUEENS",,,,,,,,"40.705966909744795","-73.88548847343526","POINT (-73.885488473435 40.705966909745)"
"45278212","2019-12-31T21:14:17.000","2019-12-31T23:04:34.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party",,"Street/Sidewalk","10452","EAST  166 STREET","EAST  166 STREET","EAST  166 STREET","WALTON AVENUE","EAST  166 STREET","WALTON AVENUE",,,,,"Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2019-12-31T23:04:36.000","04 BRONX","16","Precinct 44",,"BRONX","1006095","242536","PHONE","Unspecified","BRONX",,,,,,,,"40.83235367619814","-73.92106032681083","POINT (-73.921060326811 40.832353676198)"
"45286605","2019-12-31T21:14:15.000","2020-01-01T00:00:00.000","DOB","Department of Buildings","General Construction/Plumbing","Working Contrary To Stop Work Order",,,"11237","409 STOCKHOLM STREET","STOCKHOLM STREET",,,,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Buildings investigated this complaint and determined that no further action was necessary.","2020-01-01T00:00:00.000","04 BROOKLYN","37","Precinct 83","3032500035","BROOKLYN","1007331","196352","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.70558754079133","-73.91675249146881","POINT (-73.916752491469 40.705587540791)"
