"the_geom","boro","unitid","point_x","point_y","cb","latitude","longitude"
"POINT (-74.21010396276102 40.53548886729209)","5","H502741","925848.498","134439.63","503","40.53548813","-74.2101059"
"POINT (-73.98249190497174 40.70358494926919)","3","H302179","989104.398","195611.928","302","40.70358658","-73.98249054"
"POINT (-73.94945342072076 40.578486502649845)","3","H327503","998291.14225","150038.72125","315","40.5784874","-73.94945526"
"POINT (-73.85487495325283 40.83453354583521)","2","H212547","1024409.17","243353.645","209","40.83453369","-73.85487366"
"POINT (-73.90463899124467 40.880442793801784)","2","H201696","1010620.206","260061.238","208","40.88044357","-73.9046402"
"POINT (-74.08804042515399 40.60583936855393)","5","H513389","959803.60325","160012.2975","502","40.60583878","-74.08804321"
"POINT (-73.81430075700676 40.71953291752928)","4","H423886","1035725.715","201476.333","408","40.71953201","-73.81430054"
"POINT (-73.90434737067285 40.743374774230645)","4","H437251","1010755.379","210122.576","402","40.74337387","-73.90435028"
"POINT (-73.89882504244929 40.70302577809144)","4","H433996","1012302.5965","195423.9205","405","40.70302582","-73.8988266"
"POINT (-73.79392719649182 40.770581653087675)","4","H425820","1041329.49","220087.597","407","40.77058029","-73.79393005"
"POINT (-73.86348287068346 40.898719145806936)","2","H205403","1021990.734","266735.11","212","40.89871979","-73.86347961"
"POINT (-73.78271581956055 40.59774340823216)","4","H416100","1044591.086","157125.284","414","40.59774399","-73.78271484"
"POINT (-73.94084506649769 40.72779564626066)","3","H307863","1000645.689","204437.674","301","40.72779465","-73.94084167"
"POINT (-74.10700747413638 40.573372545252646)","5","H512248","954522.53","148189.686","502","40.57337189","-74.10700989"
"POINT (-73.892772332401 40.64039284729388)","3","H328881","1014008.75225","172606.9735","318","40.6403923","-73.89276886"
"POINT (-73.8483227674909 40.57574655863982)","4","H418701","1026385.552","149072.92","414","40.57574844","-73.84832001"
"POINT (-73.85420293776214 40.669668780188466)","4","H425550","1024695.104","183288.453","410","40.6696701","-73.85420227"
"POINT (-73.92268082042476 40.74250956200803)","4","H439261","1005675.453","209802.336","402","40.74250793","-73.92268372"
"POINT (-73.89207442685309 40.755448466068444)","4","H436978","1014150.795","214525.359","403","40.75544739","-73.89207458"
"POINT (-73.94872201291987 40.69328510479535)","3","H311230","998469.834","191863.066","303","40.6932869","-73.94872284"
"POINT (-73.75705013350075 40.59513033193447)","4","H415791","1051721.22","156192.00125","414","40.59513092","-73.75704956"
"POINT (-73.86903599654563 40.73842625732873)","4","H432286","1020542.863","208332.333","404","40.73842621","-73.86903381"
"POINT (-73.83833666407585 40.77002717273509)","4","H431909","1029029.033","219859.762","407","40.77002716","-73.83833313"
"POINT (-73.92873915038581 40.76062946991183)","4","H439025","1003991.2955","216402.57775","401","40.76062775","-73.92874146"
"POINT (-73.93737214208902 40.703485162497095)","3","H311731","1001614.595","195581.295","301","40.70348358","-73.9373703"
"POINT (-73.91335238967794 40.68080137105218)","3","H321559","1008282.636","187322.602","316","40.68080139","-73.91335297"
"POINT (-73.73326987904822 40.66422411542696)","4","H407531","1058248.723","181383.811","413","40.66422272","-73.73326874"
"POINT (-73.86529730560095 40.67628885877096)","3","H330033","1021613.744","185695.406","305","40.6762886","-73.86529541"
"POINT (-73.95293673799122 40.72944479714548)","3","H307906","997293.976","205036.479","301","40.72944641","-73.95293427"
"POINT (-73.82980986066697 40.83189911002028)","2","H214086","1031347.068","242406.308","210","40.83189774","-73.8298111"
"POINT (-73.90105435977483 40.65863273934929)","3","H325834","1011702.747","179249.559","316","40.65863419","-73.90105438"
"POINT (-73.79928607753716 40.685363973373235)","4","H404671","1039916.292","189036.779","412","40.68536377","-73.79928589"
"POINT (-74.09404193209836 40.58282399317662)","5","H514740","958128.149","151628.948","502","40.58282471","-74.09403992"
"POINT (-73.94525475440632 40.63649786191806)","3","H320456","999444.265","171174.459","317","40.6364975","-73.94525146"
"POINT (-74.01259561659587 40.63593779527411)","3","H304112","980754.121","170965.915","307","40.63593674","-74.01259613"
"POINT (-73.77973890082359 40.7567836763622)","4","H422957","1045272.096","215070.119","411","40.75678253","-73.77973938"
"POINT (-74.1884312535246 40.52718331870612)","5","H505131","931866.229","131400.027","503","40.52718353","-74.18843079"
"POINT (-73.90111722339282 40.71416189152962)","4","H436113","1011662.468","199480.414","405","40.71416092","-73.90111542"
"POINT (-73.94557902969373 40.62698597719722)","3","H319837","999356.417","167708.969","318","40.62698746","-73.94557953"
"POINT (-74.16983836032881 40.61135722636436)","5","H501324","937094.493","162056.025","502","40.61135864","-74.16983795"
"POINT (-73.84842840492207 40.83791308542043)","2","H213186","1026190.934","244587.956","210","40.83791351","-73.84842682"
"POINT (-73.96008404734346 40.58214940784697)","3","H323209","995337.493","151371.684","313","40.58214951","-73.96008301"
"POINT (-73.76202447933522 40.72424889821669)","4","H408378","1050211.96725","203229.54725","408","40.72425079","-73.76202393"
"POINT (-73.82162098075034 40.830359257760634)","2","H214116","1033614.333","241849.793","210","40.83036041","-73.82162476"
"POINT (-73.93620922550828 40.58031113184477)","3","H327435","1001969.71225","150705.88","315","40.58031082","-73.93621063"
"POINT (-73.80644286158794 40.81375347731047)","2","H214547","1037828.064","235808.637","210","40.81375504","-73.80644226"
"POINT (-73.99217649776816 40.69425837541058)","3","H301858","986419.494","192213.592","302","40.69425964","-73.99217987"
"POINT (-73.89122091220872 40.77076840190139)","4","H436746","1014380.33","220107.204","401","40.77076721","-73.89122009"
"POINT (-74.1076920329058 40.56312285313034)","5","H514167","954327.76375","144455.7075","502","40.56312","-74.1076"
"POINT (-73.91368986362632 40.670115519858165)","3","H322027","1008192.87","183429.35","316","40.67011642","-73.91368866"
"POINT (-73.90301898828535 40.83293201841833)","2","H203407","1011087.35","242751.739","203","40.83293152","-73.90302277"
"POINT (-73.88190820478846 40.82778144194969)","2","H209867","1016931.819","240882.368","209","40.82778168","-73.8819046"
"POINT (-73.95244830980778 40.6055705671938)","3","H323275","997453.847","159905.665","315","40.60557175","-73.95244598"
"POINT (-73.84256642509726 40.75560661154695)","4","H430036","1027866.87775","214603.75175","407","40.75560661","-73.84256643"
"POINT (-73.85468858548441 40.68010299282181)","4","H425223","1024554.076","187089.706","409","40.68010299","-73.85468858"
"POINT (-74.07581149070114 40.627063070609516)","5","H513538","963205.932","167741.47","501","40.62706375","-74.07581329"
"POINT (-73.70612864123032 40.736214871855594)","4","H417024","1065690.477","207636.13375","413","40.73621368","-73.70613098"
"POINT (-73.98684724361651 40.685360630281565)","3","H302141","987897.808","188972.06","302","40.68535995","-73.98684692"
"POINT (-74.11884536787264 40.607643509290334)","5","H510033","951250.817","160679.693","502","40.60764313","-74.11884308"
"POINT (-73.72774847367718 40.72651873735479)","4","H417372","1059709.979","204084.185","413","40.72652054","-73.72774506"
"POINT (-73.8679579360824 40.87155102315648)","2","H207910","1020768.505","256834.783","212","40.87155151","-73.86795807"
"POINT (-73.91409521753909 40.68505523184896)","3","H322387","1008075.085","188872.203","304","40.68505478","-73.91409302"
"POINT (-73.89160261645665 40.74747468033876)","4","H435579","1014285.105","211620.415","403","40.74747467","-73.89160156"
"POINT (-73.76354114714665 40.6541852159352)","4","H407625","1049860.484","177702.252","413","40.65418625","-73.76354218"
"POINT (-73.84027775222383 40.728667077557176)","4","H427303","1028518.84875","204789.98675","406","40.72866821","-73.84027863"
"POINT (-73.75417795342798 40.686791588941475)","4","H405076","1052425.1555","189588.78525","412","40.68679047","-73.75418091"
"POINT (-73.81110201778186 40.73023882738126)","4","H423425","1036603.991","205378.714","408","40.73023987","-73.81110382"
"POINT (-73.984524285818 40.64451718065384)","3","H309774","988544.69","174091.746","312","40.64451599","-73.98452759"
"POINT (-73.85426203172881 40.57985116197927)","4","H418799","1024733.153","150565.526","414","40.57985306","-73.85426331"
"POINT (-73.7922684457628 40.75132170440198)","4","H423362","1041805.582","213071.671","411","40.75131989","-73.79226685"
"POINT (-73.95618426318745 40.73141671435811)","3","H302748","996393.538","205754.443","301","40.73141861","-73.95618439"
"POINT (-73.81250104908491 40.715640964618814)","4","H423783","1036227.62725","200059.4415","408","40.71564102","-73.8125"
"POINT (-73.93245970812768 40.72968984473194)","4","H439385","1002969.286","205129.47","402","40.72969055","-73.93245697"
"POINT (-73.73273623951096 40.66367510434197)","4","H407538","1058397.38","181184.243","413","40.6636734","-73.73273468"
"POINT (-73.88621527384024 40.86959043465715)","2","H205082","1015720.055","256113.379","207","40.86959076","-73.88621521"
"POINT (-73.90013711565926 40.88634704571129)","2","H201492","1011862.658","262213.78","208","40.88634872","-73.90013885"
"POINT (-73.83902863882199 40.6634626275944)","4","H421997","1028908.709","181034.751","410","40.66346359","-73.8390274"
"POINT (-73.90330038074917 40.671152816297365)","3","H326390","1011074.547","183810.277","316","40.67115402","-73.90329742"
"POINT (-73.924632642573 40.680232731637986)","3","H316519","1005154.117","187112.537","303","40.680233","-73.92462921"
"POINT (-73.89010550335838 40.8566666820787)","2","H204504","1014650.021","251403.384","206","40.85666656","-73.8901062"
"POINT (-73.82637080530193 40.78653057318026)","4","H431392","1032331.527","225878.839","407","40.78652954","-73.82637024"
"POINT (-74.08864278290152 40.6356374885799)","5","H511119","959647.331","170868.702","501","40.63563919","-74.08864594"
"POINT (-73.9501413019235 40.592029470164185)","3","H322844","998097.25","154972.654","315","40.59202957","-73.95014191"
"POINT (-74.1284134253638 40.633104911978194)","5","H507278","948607.704","169959.693","501","40.63310623","-74.12841034"
"POINT (-73.74322115890817 40.676848460007875)","4","H406056","1055474.473","185974.949","413","40.67684937","-73.74321747"
"POINT (-73.88899247219194 40.70549922121066)","4","H433618","1015027.712","196328.371","405","40.70549774","-73.88899231"
"POINT (-73.82054338771013 40.692947633319804)","4","H403579","1034015.107","191786.929","409","40.69294739","-73.82054138"
"POINT (-74.24236503901949 40.51328640246064)","5","H500198","916858.696","126373.947","503","40.51328659","-74.24236298"
"POINT (-74.21083566947924 40.52130711998551)","5","H502383","925632.674","129273.392","503","40.5213089","-74.21083832"
"POINT (-74.00318117286655 40.61499033647889)","3","H308993","983366.797","163333.964","311","40.61499023","-74.00318146"
"POINT (-73.8230276572947 40.77309258203094)","4","H429408","1033267.204","220984.787","407","40.77309418","-73.82302856"
"POINT (-73.80310799145778 40.77415765055158)","4","H425881","1038783.605","221384.6","407","40.77415848","-73.80310822"
"POINT (-74.0063883647551 40.61106763187332)","3","H308210","982476.266","161904.869","311","40.61106873","-74.0063858"
"POINT (-73.8484223022649 40.71151038716148)","4","H427880","1026272.312","198535.276","406","40.7115097","-73.84841919"
"POINT (-73.92080300572324 40.703986576308495)","3","H317411","1006208.492","195767.694","304","40.70398712","-73.92079926"
"POINT (-73.75916389481193 40.70320613765166)","4","H402203","1051025.939","195565.226","412","40.70320511","-73.7591629"
"POINT (-73.74280482331945 40.68346004648612)","4","H405223","1055582.882","188384.069","413","40.68346024","-73.74280548"
"POINT (-73.92749998757964 40.76854712390382)","4","H439580","1004332.1915","219287.521","401","40.76854706","-73.92749786"
"POINT (-73.9105462504755 40.883250299356554)","2","H200134","1008985.626","261082.401","208","40.88325119","-73.91054535"
"POINT (-74.00097049007614 40.606362266684265)","3","H308332","983980.52375","160190.51925","311","40.60636139","-74.00096893"
"POINT (-73.94145459971564 40.60763295577933)","3","H324107","1000506.007","160658.895","315","40.60763168","-73.94145203"
"POINT (-74.1229159951877 40.62122757731302)","5","H507566","950127.492","165630.279","501","40.62122726","-74.12291718"
"POINT (-73.90454056745445 40.77858814365657)","4","H438220","1010687.86325","222951.8955","401","40.77858814","-73.90454057"
"POINT (-73.86599020140012 40.658625667005836)","3","H331141","1021431.394","179259.9185","305","40.65862656","-73.86598969"
"POINT (-73.8523520300026 40.89554522777849)","2","H208712","1025069.848","265583.714","212","40.89554596","-73.85234833"
"POINT (-73.95624509418693 40.57905384871199)","3","H322589","996404.406","150244.404","313","40.57905197","-73.95624542"
"POINT (-74.00072150021798 40.63207765619251)","3","H309414","984049.738","169559.312","312","40.63207626","-74.00072479"
"POINT (-74.16614434846407 40.63868825090092)","5","H501691","938139.01775","172011.458","501","40.63868713","-74.16614532"
"POINT (-73.7902635873711 40.6980139963883)","4","H402872","1042407.563","193651.403","412","40.69801331","-73.79026031"
"POINT (-74.21455481853735 40.52172933517893)","5","H502359","924599.041","129429.725","503","40.52172852","-74.21455383"
"POINT (-73.97780383128054 40.64521011241398)","3","H309728","990409.63","174344.601","312","40.64521027","-73.97780609"
"POINT (-73.82185129272854 40.78241711471713)","4","H428974","1033586.12","224382.682","407","40.7824173","-73.82185364"
"POINT (-73.91390951800204 40.61658484450924)","3","H328223","1008151.104","163926.614","318","40.61658478","-73.91390991"
"POINT (-74.19856357344698 40.536796463064704)","5","H502626","929057.394","134908.534","503","40.53679657","-74.19856262"
"POINT (-73.89321384550233 40.83569487210275)","2","H206813","1013799.478","243761.504","203","40.83569336","-73.89321136"
"POINT (-73.86774500629757 40.66684076237245)","3","H330373","1020940.0","182252.165","305","40.6668396","-73.86774445"
"POINT (-73.97699103192619 40.63591922302307)","3","H314721","990636.078","170959.736","312","40.63591766","-73.97698975"
